"행정구역","2022년_거주자_총인구수","2022년_거주자_연령구간인구수","2022년_거주자_0~4세","2022년_거주자_5~9세","2022년_거주자_10~14세","2022년_거주자_15~19세","2022년_거주자_20~24세","2022년_거주자_25~29세","2022년_거주자_30~34세","2022년_거주자_35~39세","2022년_거주자_40~44세","2022년_거주자_45~49세","2022년_거주자_50~54세","2022년_거주자_55~59세","2022년_거주자_60~64세","2022년_거주자_65~69세","2022년_거주자_70~74세","2022년_거주자_75~79세","2022년_거주자_80~84세","2022년_거주자_85~89세","2022년_거주자_90~94세","2022년_거주자_95~99세","2022년_거주자_100세 이상","2022년_남_거주자_총인구수","2022년_남_거주자_연령구간인구수","2022년_남_거주자_0~4세","2022년_남_거주자_5~9세","2022년_남_거주자_10~14세","2022년_남_거주자_15~19세","2022년_남_거주자_20~24세","2022년_남_거주자_25~29세","2022년_남_거주자_30~34세","2022년_남_거주자_35~39세","2022년_남_거주자_40~44세","2022년_남_거주자_45~49세","2022년_남_거주자_50~54세","2022년_남_거주자_55~59세","2022년_남_거주자_60~64세","2022년_남_거주자_65~69세","2022년_남_거주자_70~74세","2022년_남_거주자_75~79세","2022년_남_거주자_80~84세","2022년_남_거주자_85~89세","2022년_남_거주자_90~94세","2022년_남_거주자_95~99세","2022년_남_거주자_100세 이상","2022년_여_거주자_총인구수","2022년_여_거주자_연령구간인구수","2022년_여_거주자_0~4세","2022년_여_거주자_5~9세","2022년_여_거주자_10~14세","2022년_여_거주자_15~19세","2022년_여_거주자_20~24세","2022년_여_거주자_25~29세","2022년_여_거주자_30~34세","2022년_여_거주자_35~39세","2022년_여_거주자_40~44세","2022년_여_거주자_45~49세","2022년_여_거주자_50~54세","2022년_여_거주자_55~59세","2022년_여_거주자_60~64세","2022년_여_거주자_65~69세","2022년_여_거주자_70~74세","2022년_여_거주자_75~79세","2022년_여_거주자_80~84세","2022년_여_거주자_85~89세","2022년_여_거주자_90~94세","2022년_여_거주자_95~99세","2022년_여_거주자_100세 이상","2023년_거주자_총인구수","2023년_거주자_연령구간인구수","2023년_거주자_0~4세","2023년_거주자_5~9세","2023년_거주자_10~14세","2023년_거주자_15~19세","2023년_거주자_20~24세","2023년_거주자_25~29세","2023년_거주자_30~34세","2023년_거주자_35~39세","2023년_거주자_40~44세","2023년_거주자_45~49세","2023년_거주자_50~54세","2023년_거주자_55~59세","2023년_거주자_60~64세","2023년_거주자_65~69세","2023년_거주자_70~74세","2023년_거주자_75~79세","2023년_거주자_80~84세","2023년_거주자_85~89세","2023년_거주자_90~94세","2023년_거주자_95~99세","2023년_거주자_100세 이상","2023년_남_거주자_총인구수","2023년_남_거주자_연령구간인구수","2023년_남_거주자_0~4세","2023년_남_거주자_5~9세","2023년_남_거주자_10~14세","2023년_남_거주자_15~19세","2023년_남_거주자_20~24세","2023년_남_거주자_25~29세","2023년_남_거주자_30~34세","2023년_남_거주자_35~39세","2023년_남_거주자_40~44세","2023년_남_거주자_45~49세","2023년_남_거주자_50~54세","2023년_남_거주자_55~59세","2023년_남_거주자_60~64세","2023년_남_거주자_65~69세","2023년_남_거주자_70~74세","2023년_남_거주자_75~79세","2023년_남_거주자_80~84세","2023년_남_거주자_85~89세","2023년_남_거주자_90~94세","2023년_남_거주자_95~99세","2023년_남_거주자_100세 이상","2023년_여_거주자_총인구수","2023년_여_거주자_연령구간인구수","2023년_여_거주자_0~4세","2023년_여_거주자_5~9세","2023년_여_거주자_10~14세","2023년_여_거주자_15~19세","2023년_여_거주자_20~24세","2023년_여_거주자_25~29세","2023년_여_거주자_30~34세","2023년_여_거주자_35~39세","2023년_여_거주자_40~44세","2023년_여_거주자_45~49세","2023년_여_거주자_50~54세","2023년_여_거주자_55~59세","2023년_여_거주자_60~64세","2023년_여_거주자_65~69세","2023년_여_거주자_70~74세","2023년_여_거주자_75~79세","2023년_여_거주자_80~84세","2023년_여_거주자_85~89세","2023년_여_거주자_90~94세","2023년_여_거주자_95~99세","2023년_여_거주자_100세 이상","2024년_거주자_총인구수","2024년_거주자_연령구간인구수","2024년_거주자_0~4세","2024년_거주자_5~9세","2024년_거주자_10~14세","2024년_거주자_15~19세","2024년_거주자_20~24세","2024년_거주자_25~29세","2024년_거주자_30~34세","2024년_거주자_35~39세","2024년_거주자_40~44세","2024년_거주자_45~49세","2024년_거주자_50~54세","2024년_거주자_55~59세","2024년_거주자_60~64세","2024년_거주자_65~69세","2024년_거주자_70~74세","2024년_거주자_75~79세","2024년_거주자_80~84세","2024년_거주자_85~89세","2024년_거주자_90~94세","2024년_거주자_95~99세","2024년_거주자_100세 이상","2024년_남_거주자_총인구수","2024년_남_거주자_연령구간인구수","2024년_남_거주자_0~4세","2024년_남_거주자_5~9세","2024년_남_거주자_10~14세","2024년_남_거주자_15~19세","2024년_남_거주자_20~24세","2024년_남_거주자_25~29세","2024년_남_거주자_30~34세","2024년_남_거주자_35~39세","2024년_남_거주자_40~44세","2024년_남_거주자_45~49세","2024년_남_거주자_50~54세","2024년_남_거주자_55~59세","2024년_남_거주자_60~64세","2024년_남_거주자_65~69세","2024년_남_거주자_70~74세","2024년_남_거주자_75~79세","2024년_남_거주자_80~84세","2024년_남_거주자_85~89세","2024년_남_거주자_90~94세","2024년_남_거주자_95~99세","2024년_남_거주자_100세 이상","2024년_여_거주자_총인구수","2024년_여_거주자_연령구간인구수","2024년_여_거주자_0~4세","2024년_여_거주자_5~9세","2024년_여_거주자_10~14세","2024년_여_거주자_15~19세","2024년_여_거주자_20~24세","2024년_여_거주자_25~29세","2024년_여_거주자_30~34세","2024년_여_거주자_35~39세","2024년_여_거주자_40~44세","2024년_여_거주자_45~49세","2024년_여_거주자_50~54세","2024년_여_거주자_55~59세","2024년_여_거주자_60~64세","2024년_여_거주자_65~69세","2024년_여_거주자_70~74세","2024년_여_거주자_75~79세","2024년_여_거주자_80~84세","2024년_여_거주자_85~89세","2024년_여_거주자_90~94세","2024년_여_거주자_95~99세","2024년_여_거주자_100세 이상"
"서울특별시 송파구 (1171000000)","654,187","654,187","18,970","27,122","29,392","28,835","35,916","51,182","53,804","51,105","55,842","50,813","54,034","46,605","48,095","39,857","26,251","17,539","10,833","5,367","2,059","488","78","314,850","314,850","9,776","14,026","15,016","14,687","17,376","23,872","25,721","24,346","26,891","24,722","26,113","22,537","22,543","18,644","12,761","8,468","4,847","1,891","504","97","12","339,337","339,337","9,194","13,096","14,376","14,148","18,540","27,310","28,083","26,759","28,951","26,091","27,921","24,068","25,552","21,213","13,490","9,071","5,986","3,476","1,555","391","66","649,646","649,646","17,481","25,801","29,110","28,215","34,021","50,352","54,756","49,455","56,742","48,753","53,161","46,782","47,337","41,459","27,342","18,950","11,520","5,609","2,198","521","81","312,107","312,107","8,999","13,397","14,833","14,365","16,499","23,202","26,174","23,587","27,263","23,895","25,611","22,455","22,253","19,349","13,120","9,153","5,212","2,074","540","109","17","337,539","337,539","8,482","12,404","14,277","13,850","17,522","27,150","28,582","25,868","29,479","24,858","27,550","24,327","25,084","22,110","14,222","9,797","6,308","3,535","1,658","412","64","645,637","645,637","16,606","24,506","29,049","27,680","31,912","48,867","56,061","49,292","54,894","48,892","51,958","46,999","45,963","42,691","28,936","20,214","12,159","6,013","2,273","594","78","309,520","309,520","8,472","12,749","14,782","13,977","15,650","22,244","26,884","23,591","26,326","23,659","25,187","22,571","21,658","19,703","13,765","9,718","5,581","2,263","592","130","18","336,117","336,117","8,134","11,757","14,267","13,703","16,262","26,623","29,177","25,701","28,568","25,233","26,771","24,428","24,305","22,988","15,171","10,496","6,578","3,750","1,681","464","60"
"서울특별시 강동구 (1174000000)","457,048","457,048","13,885","18,651","19,936","19,028","24,147","33,675","34,757","34,222","39,058","35,012","36,839","33,191","36,966","30,032","20,180","13,295","8,420","3,842","1,508","340","64","223,596","223,596","7,200","9,714","10,489","10,047","11,961","16,123","17,161","16,914","19,398","17,516","18,248","16,102","17,407","13,957","9,632","6,382","3,660","1,281","331","61","12","233,452","233,452","6,685","8,937","9,447","8,981","12,186","17,552","17,596","17,308","19,660","17,496","18,591","17,089","19,559","16,075","10,548","6,913","4,760","2,561","1,177","279","52","456,119","456,119","12,916","17,959","19,814","18,956","22,826","33,456","35,207","33,093","39,533","34,187","36,497","33,403","35,989","31,770","20,890","14,524","8,947","4,167","1,547","364","74","222,733","222,733","6,643","9,357","10,420","10,082","11,283","15,839","17,333","16,396","19,375","17,333","18,056","16,142","16,959","14,748","9,939","6,949","3,985","1,449","370","61","14","233,386","233,386","6,273","8,602","9,394","8,874","11,543","17,617","17,874","16,697","20,158","16,854","18,441","17,261","19,030","17,022","10,951","7,575","4,962","2,718","1,177","303","60","474,071","474,071","13,136","17,919","20,904","19,847","22,523","33,559","37,963","34,625","40,040","36,111","37,521","34,604","36,165","33,878","22,884","16,072","9,586","4,539","1,655","462","78","231,299","231,299","6,741","9,367","10,987","10,565","11,137","15,560","18,873","17,198","19,783","18,057","18,617","16,876","17,002","15,659","10,754","7,623","4,348","1,649","404","86","13","242,772","242,772","6,395","8,552","9,917","9,282","11,386","17,999","19,090","17,427","20,257","18,054","18,904","17,728","19,163","18,219","12,130","8,449","5,238","2,890","1,251","376","65"
"부산광역시  (2600000000)","3,303,295","3,303,295","81,264","125,029","134,072","131,545","182,066","212,470","199,375","195,366","249,490","241,945","278,540","261,022","300,815","252,074","182,285","125,664","92,347","41,539","13,263","2,740","384","1,612,001","1,612,001","41,654","64,154","68,854","67,735","93,428","110,103","103,168","99,357","126,636","121,130","137,073","125,975","141,999","118,443","83,505","55,614","36,351","13,278","3,074","405","65","1,691,294","1,691,294","39,610","60,875","65,218","63,810","88,638","102,367","96,207","96,009","122,854","120,815","141,467","135,047","158,816","133,631","98,780","70,050","55,996","28,261","10,189","2,335","319","3,279,357","3,279,357","75,347","118,965","133,795","129,241","172,787","203,929","202,569","186,529","249,685","231,849","273,534","264,384","293,656","264,195","186,237","133,382","96,661","45,000","14,092","3,115","405","1,597,785","1,597,785","38,633","61,005","68,684","66,249","88,561","104,939","105,181","95,158","126,014","116,973","135,078","127,301","138,580","124,275","84,884","59,045","38,569","14,746","3,384","476","50","1,681,572","1,681,572","36,714","57,960","65,111","62,992","84,226","98,990","97,388","91,371","123,671","114,876","138,456","137,083","155,076","139,920","101,353","74,337","58,092","30,254","10,708","2,639","355","3,252,667","3,252,667","71,124","110,534","135,344","127,205","162,781","194,759","203,647","183,771","236,770","231,341","266,801","266,680","283,596","274,570","194,893","141,112","99,251","49,152","15,518","3,416","402","1,582,284","1,582,284","36,539","56,440","69,458","65,288","82,947","99,800","105,918","93,936","119,852","116,518","132,344","128,489","134,249","127,534","89,797","62,172","40,058","16,483","3,837","573","52","1,670,383","1,670,383","34,585","54,094","65,886","61,917","79,834","94,959","97,729","89,835","116,918","114,823","134,457","138,191","149,347","147,036","105,096","78,940","59,193","32,669","11,681","2,843","350"
"부산광역시 중구 (2611000000)","39,393","39,393","372","644","794","981","2,346","3,318","2,551","1,837","2,240","2,508","3,309","3,102","3,985","3,772","2,881","2,091","1,648","674","266","65","9","19,082","19,082","207","348","408","480","1,033","1,631","1,370","944","1,245","1,343","1,749","1,574","1,908","1,787","1,247","894","626","203","76","8","1","20,311","20,311","165","296","386","501","1,313","1,687","1,181","893","995","1,165","1,560","1,528","2,077","1,985","1,634","1,197","1,022","471","190","57","8","38,313","38,313","313","562","768","890","2,207","3,171","2,529","1,701","2,126","2,230","3,150","3,101","3,770","3,911","2,893","2,190","1,666","783","261","72","19","18,532","18,532","167","313","381","428","984","1,575","1,373","884","1,145","1,187","1,702","1,553","1,838","1,833","1,266","924","659","241","72","6","1","19,781","19,781","146","249","387","462","1,223","1,596","1,156","817","981","1,043","1,448","1,548","1,932","2,078","1,627","1,266","1,007","542","189","66","18","37,241","37,241","261","468","732","822","2,020","3,037","2,525","1,624","1,977","2,091","2,917","3,152","3,518","3,934","2,976","2,273","1,683","864","274","79","14","18,071","18,071","134","262","363","408","898","1,458","1,419","866","1,066","1,131","1,545","1,601","1,720","1,865","1,361","937","668","280","77","10","2","19,170","19,170","127","206","369","414","1,122","1,579","1,106","758","911","960","1,372","1,551","1,798","2,069","1,615","1,336","1,015","584","197","69","12"
"부산광역시 서구 (2614000000)","104,669","104,669","2,026","3,172","3,490","3,640","6,002","6,478","5,424","5,046","6,981","6,955","8,569","8,278","10,257","9,047","7,105","5,346","4,153","1,939","594","149","18","50,540","50,540","1,059","1,688","1,779","1,842","2,854","3,219","2,823","2,549","3,578","3,590","4,425","4,181","4,910","4,207","3,179","2,269","1,576","648","133","25","6","54,129","54,129","967","1,484","1,711","1,798","3,148","3,259","2,601","2,497","3,403","3,365","4,144","4,097","5,347","4,840","3,926","3,077","2,577","1,291","461","124","12","103,583","103,583","1,896","2,989","3,432","3,566","5,785","6,419","5,531","4,792","6,852","6,524","8,386","8,326","9,898","9,375","7,184","5,410","4,325","2,052","648","177","16","49,770","49,770","1,001","1,550","1,813","1,764","2,752","3,114","2,847","2,415","3,482","3,331","4,320","4,172","4,781","4,378","3,216","2,325","1,645","687","149","22","6","53,813","53,813","895","1,439","1,619","1,802","3,033","3,305","2,684","2,377","3,370","3,193","4,066","4,154","5,117","4,997","3,968","3,085","2,680","1,365","499","155","10","102,673","102,673","1,760","2,720","3,503","3,488","5,321","6,092","5,526","4,687","6,467","6,510","8,236","8,400","9,634","9,664","7,527","5,672","4,292","2,278","692","183","21","49,249","49,249","920","1,407","1,830","1,771","2,494","2,971","2,833","2,394","3,275","3,348","4,231","4,209","4,703","4,417","3,390","2,419","1,666","758","179","28","6","53,424","53,424","840","1,313","1,673","1,717","2,827","3,121","2,693","2,293","3,192","3,162","4,005","4,191","4,931","5,247","4,137","3,253","2,626","1,520","513","155","15"
"부산광역시 동구 (2617000000)","85,897","85,897","1,682","2,108","2,206","2,457","3,937","5,748","5,559","4,790","5,519","5,676","7,093","6,626","8,223","7,620","6,157","4,556","3,655","1,681","487","99","18","41,924","41,924","877","1,098","1,144","1,267","1,956","2,823","2,895","2,553","2,991","3,024","3,755","3,359","3,958","3,564","2,765","1,878","1,344","534","114","19","6","43,973","43,973","805","1,010","1,062","1,190","1,981","2,925","2,664","2,237","2,528","2,652","3,338","3,267","4,265","4,056","3,392","2,678","2,311","1,147","373","80","12","87,251","87,251","1,876","2,101","2,213","2,433","3,735","5,564","6,059","4,902","5,799","5,499","7,112","6,872","8,073","7,884","6,112","4,758","3,794","1,779","553","121","12","42,426","42,426","931","1,103","1,140","1,243","1,814","2,683","3,147","2,605","3,154","2,941","3,746","3,512","3,853","3,706","2,726","1,992","1,413","562","134","19","2","44,825","44,825","945","998","1,073","1,190","1,921","2,881","2,912","2,297","2,645","2,558","3,366","3,360","4,220","4,178","3,386","2,766","2,381","1,217","419","102","10","85,374","85,374","1,761","1,932","2,180","2,300","3,340","5,391","6,027","4,795","5,453","5,368","6,694","6,948","7,613","8,031","6,196","4,862","3,820","1,906","611","131","15","41,405","41,405","878","1,010","1,115","1,155","1,620","2,568","3,107","2,539","2,936","2,882","3,538","3,559","3,679","3,771","2,807","2,032","1,448","589","146","23","3","43,969","43,969","883","922","1,065","1,145","1,720","2,823","2,920","2,256","2,517","2,486","3,156","3,389","3,934","4,260","3,389","2,830","2,372","1,317","465","108","12"
"부산광역시 영도구 (2620000000)","107,590","107,590","1,754","2,776","3,337","3,508","5,091","5,404","4,978","4,923","6,676","7,244","8,823","8,905","11,497","10,564","8,310","6,314","4,752","1,980","616","119","19","52,925","52,925","880","1,399","1,727","1,808","2,791","2,974","2,720","2,646","3,494","3,767","4,570","4,595","5,589","4,960","3,748","2,679","1,799","624","136","16","3","54,665","54,665","874","1,377","1,610","1,700","2,300","2,430","2,258","2,277","3,182","3,477","4,253","4,310","5,908","5,604","4,562","3,635","2,953","1,356","480","103","16","106,033","106,033","1,690","2,636","3,255","3,431","4,657","5,087","4,990","4,628","6,684","6,795","8,652","8,952","10,996","10,877","8,310","6,492","4,966","2,140","633","143","19","52,051","52,051","836","1,361","1,674","1,741","2,578","2,763","2,725","2,479","3,483","3,562","4,480","4,566","5,365","5,169","3,743","2,750","1,887","713","155","19","2","53,982","53,982","854","1,275","1,581","1,690","2,079","2,324","2,265","2,149","3,201","3,233","4,172","4,386","5,631","5,708","4,567","3,742","3,079","1,427","478","124","17","103,241","103,241","1,537","2,363","3,175","3,301","4,357","4,712","4,753","4,324","6,151","6,537","8,353","8,866","10,239","11,083","8,490","6,766","4,999","2,356","693","171","15","50,650","50,650","790","1,216","1,642","1,700","2,409","2,570","2,577","2,291","3,237","3,434","4,362","4,524","4,994","5,253","3,873","2,874","1,903","788","187","25","1","52,591","52,591","747","1,147","1,533","1,601","1,948","2,142","2,176","2,033","2,914","3,103","3,991","4,342","5,245","5,830","4,617","3,892","3,096","1,568","506","146","14"
"부산광역시 부산진구 (2623000000)","354,026","354,026","8,415","11,181","11,806","12,285","21,592","28,567","25,923","22,306","25,087","24,351","28,499","26,989","31,574","26,356","19,172","13,356","10,346","4,541","1,395","252","33","170,035","170,035","4,329","5,675","5,979","6,219","10,133","13,804","13,053","11,483","12,860","12,220","13,999","12,935","14,616","12,387","8,723","5,769","3,965","1,492","358","32","4","183,991","183,991","4,086","5,506","5,827","6,066","11,459","14,763","12,870","10,823","12,227","12,131","14,500","14,054","16,958","13,969","10,449","7,587","6,381","3,049","1,037","220","29","357,637","357,637","8,367","11,113","11,777","12,104","21,070","28,309","27,471","22,374","25,667","23,560","28,346","27,489","30,896","27,764","19,561","14,192","10,782","4,954","1,498","306","37","171,516","171,516","4,255","5,684","5,914","6,137","9,939","13,463","13,887","11,482","13,060","11,899","13,973","13,135","14,390","13,058","8,808","6,140","4,226","1,629","389","43","5","186,121","186,121","4,112","5,429","5,863","5,967","11,131","14,846","13,584","10,892","12,607","11,661","14,373","14,354","16,506","14,706","10,753","8,052","6,556","3,325","1,109","263","32","357,406","357,406","8,109","10,415","11,884","11,851","20,247","27,786","28,321","22,670","24,869","23,429","27,806","27,616","29,818","28,873","20,355","15,026","10,901","5,445","1,617","333","35","171,023","171,023","4,133","5,297","5,950","5,933","9,576","13,108","14,281","11,602","12,704","11,782","13,761","13,223","13,992","13,219","9,332","6,535","4,305","1,791","446","50","3","186,383","186,383","3,976","5,118","5,934","5,918","10,671","14,678","14,040","11,068","12,165","11,647","14,045","14,393","15,826","15,654","11,023","8,491","6,596","3,654","1,171","283","32"
"부산광역시 동래구 (2626000000)","272,228","272,228","7,368","11,902","13,112","12,447","14,234","16,033","15,679","16,558","22,199","21,426","23,213","20,222","23,078","19,690","14,434","9,606","6,769","3,030","989","214","25","131,779","131,779","3,783","6,073","6,840","6,472","7,363","8,175","7,991","8,202","10,939","10,385","11,391","9,487","10,630","8,988","6,597","4,409","2,783","995","239","33","4","140,449","140,449","3,585","5,829","6,272","5,975","6,871","7,858","7,688","8,356","11,260","11,041","11,822","10,735","12,448","10,702","7,837","5,197","3,986","2,035","750","181","21","269,857","269,857","6,790","11,409","13,153","12,250","13,331","15,083","15,571","15,772","22,358","20,674","23,050","20,697","22,335","20,513","14,732","10,350","7,209","3,305","1,047","203","25","130,418","130,418","3,522","5,818","6,816","6,410","6,919","7,634","7,893","7,852","10,938","10,105","11,299","9,772","10,243","9,387","6,624","4,762","2,995","1,149","249","29","2","139,439","139,439","3,268","5,591","6,337","5,840","6,412","7,449","7,678","7,920","11,420","10,569","11,751","10,925","12,092","11,126","8,108","5,588","4,214","2,156","798","174","23","273,403","273,403","7,037","11,192","13,722","12,180","12,602","14,550","16,145","16,359","21,746","21,205","22,893","21,386","21,590","21,496","15,553","11,032","7,672","3,601","1,176","244","22","131,717","131,717","3,669","5,651","7,152","6,304","6,500","7,321","8,097","8,161","10,647","10,280","11,276","10,180","9,844","9,727","7,016","5,009","3,253","1,295","288","46","1","141,686","141,686","3,368","5,541","6,570","5,876","6,102","7,229","8,048","8,198","11,099","10,925","11,617","11,206","11,746","11,769","8,537","6,023","4,419","2,306","888","198","21"
"부산광역시 남구 (2629000000)","255,160","255,160","5,291","9,713","11,050","11,322","17,093","15,861","13,068","13,433","18,991","19,672","22,150","18,930","21,778","19,219","14,722","10,667","7,617","3,322","1,020","213","28","124,523","124,523","2,697","4,988","5,630","5,835","8,756","8,659","6,879","6,774","9,490","9,811","11,059","9,230","10,076","8,788","6,600","4,658","3,191","1,116","253","31","2","130,637","130,637","2,594","4,725","5,420","5,487","8,337","7,202","6,189","6,659","9,501","9,861","11,091","9,700","11,702","10,431","8,122","6,009","4,426","2,206","767","182","26","253,049","253,049","4,996","9,089","10,993","11,019","16,772","15,383","13,614","12,837","18,876","18,616","21,880","19,274","20,905","19,891","14,850","11,040","8,078","3,630","1,056","223","27","123,279","123,279","2,528","4,698","5,633","5,715","8,513","8,405","7,127","6,516","9,375","9,355","10,897","9,406","9,679","9,059","6,619","4,809","3,360","1,273","276","30","6","129,770","129,770","2,468","4,391","5,360","5,304","8,259","6,978","6,487","6,321","9,501","9,261","10,983","9,868","11,226","10,832","8,231","6,231","4,718","2,357","780","193","21","253,428","253,428","4,899","8,433","11,073","11,025","16,507","15,132","14,148","12,904","17,661","18,483","21,693","19,851","20,249","20,503","15,367","11,617","8,425","3,972","1,214","244","28","123,309","123,309","2,546","4,337","5,664","5,719","8,329","8,236","7,374","6,566","8,907","9,135","10,803","9,671","9,497","9,267","6,903","5,082","3,479","1,437","314","36","7","130,119","130,119","2,353","4,096","5,409","5,306","8,178","6,896","6,774","6,338","8,754","9,348","10,890","10,180","10,752","11,236","8,464","6,535","4,946","2,535","900","208","21"
"부산광역시 북구 (2632000000)","278,000","278,000","7,088","10,110","10,696","11,202","15,060","17,743","17,403","15,836","19,072","19,275","24,444","25,734","28,666","21,450","14,133","9,173","6,711","3,031","947","198","28","136,770","136,770","3,624","5,221","5,513","5,859","8,078","9,368","9,141","8,287","9,672","9,521","11,410","12,107","13,991","10,439","6,692","4,139","2,591","911","170","34","2","141,230","141,230","3,464","4,889","5,183","5,343","6,982","8,375","8,262","7,549","9,400","9,754","13,034","13,627","14,675","11,011","7,441","5,034","4,120","2,120","777","164","26","272,768","272,768","6,462","9,495","10,549","10,734","13,610","16,524","17,258","15,011","18,842","17,998","23,233","25,586","28,413","22,962","14,674","9,803","7,035","3,289","1,021","231","38","134,067","134,067","3,326","4,891","5,432","5,570","7,340","8,729","9,154","7,815","9,595","9,048","10,906","11,875","13,786","11,226","6,967","4,393","2,754","1,015","204","40","1","138,701","138,701","3,136","4,604","5,117","5,164","6,270","7,795","8,104","7,196","9,247","8,950","12,327","13,711","14,627","11,736","7,707","5,410","4,281","2,274","817","191","37","266,853","266,853","5,950","8,651","10,304","10,279","12,167","15,313","16,920","14,876","17,475","17,601","21,879","25,245","27,595","24,191","15,747","10,472","7,215","3,532","1,155","253","33","130,850","130,850","3,080","4,458","5,318","5,310","6,482","8,098","9,020","7,739","9,006","8,853","10,397","11,648","13,250","11,653","7,586","4,681","2,885","1,096","246","42","2","136,003","136,003","2,870","4,193","4,986","4,969","5,685","7,215","7,900","7,137","8,469","8,748","11,482","13,597","14,345","12,538","8,161","5,791","4,330","2,436","909","211","31"
"부산광역시 해운대구 (2635000000)","384,684","384,684","9,325","15,551","18,056","18,163","20,775","22,353","20,787","21,843","29,860","31,245","35,973","31,554","33,297","27,139","19,030","13,113","9,890","4,790","1,561","330","49","184,457","184,457","4,740","8,035","9,311","9,342","11,016","11,507","10,382","10,476","14,304","14,842","17,132","14,887","15,636","12,788","8,590","5,746","3,767","1,520","369","57","10","200,227","200,227","4,585","7,516","8,745","8,821","9,759","10,846","10,405","11,367","15,556","16,403","18,841","16,667","17,661","14,351","10,440","7,367","6,123","3,270","1,192","273","39","378,308","378,308","8,485","14,618","17,780","17,667","19,236","21,063","20,801","20,546","29,387","29,538","35,170","31,851","32,882","28,541","19,450","13,915","10,204","5,080","1,658","383","53","181,203","181,203","4,360","7,466","9,255","9,045","10,208","10,750","10,557","9,938","13,955","14,135","16,727","14,952","15,448","13,465","8,767","6,145","3,904","1,648","406","65","7","197,105","197,105","4,125","7,152","8,525","8,622","9,028","10,313","10,244","10,608","15,432","15,403","18,443","16,899","17,434","15,076","10,683","7,770","6,300","3,432","1,252","318","46","374,241","374,241","8,024","13,634","17,800","17,226","17,727","20,144","20,926","20,090","27,838","28,980","34,147","32,231","32,323","29,919","20,202","14,800","10,482","5,512","1,771","411","54","179,171","179,171","4,132","6,906","9,256","8,855","9,388","10,303","10,658","9,818","13,349","13,898","16,136","15,152","15,148","13,979","9,268","6,466","4,083","1,833","453","80","10","195,070","195,070","3,892","6,728","8,544","8,371","8,339","9,841","10,268","10,272","14,489","15,082","18,011","17,079","17,175","15,940","10,934","8,334","6,399","3,679","1,318","331","44"
"부산광역시 사하구 (2638000000)","300,905","300,905","6,572","10,272","11,900","12,218","17,145","18,783","16,992","16,839","21,722","21,688","26,294","25,233","29,632","24,568","17,022","11,260","7,893","3,441","1,128","278","25","149,360","149,360","3,365","5,336","6,117","6,294","9,170","10,172","9,094","8,870","11,332","10,942","13,031","12,274","14,136","11,729","8,055","5,040","3,078","1,044","247","32","2","151,545","151,545","3,207","4,936","5,783","5,924","7,975","8,611","7,898","7,969","10,390","10,746","13,263","12,959","15,496","12,839","8,967","6,220","4,815","2,397","881","246","23","296,785","296,785","5,966","9,632","11,695","11,933","16,106","17,666","16,898","15,673","21,645","20,618","25,501","25,561","28,983","25,724","17,562","12,088","8,253","3,794","1,148","303","36","147,181","147,181","3,103","4,969","5,975","6,079","8,679","9,547","9,023","8,291","11,286","10,491","12,686","12,478","13,780","12,307","8,293","5,401","3,292","1,195","256","48","2","149,604","149,604","2,863","4,663","5,720","5,854","7,427","8,119","7,875","7,382","10,359","10,127","12,815","13,083","15,203","13,417","9,269","6,687","4,961","2,599","892","255","34","291,433","291,433","5,462","8,672","11,467","11,570","14,865","16,619","16,603","14,947","20,349","20,223","24,553","25,763","27,901","26,662","18,587","12,917","8,508","4,136","1,299","290","40","144,436","144,436","2,814","4,456","5,865","5,951","8,009","8,971","8,949","7,949","10,611","10,372","12,297","12,489","13,428","12,543","8,818","5,822","3,411","1,329","306","43","3","146,997","146,997","2,648","4,216","5,602","5,619","6,856","7,648","7,654","6,998","9,738","9,851","12,256","13,274","14,473","14,119","9,769","7,095","5,097","2,807","993","247","37"
